WeekNumber,CollectionDate,SpawnYear,MasterID,BioSamplesID,Rear,SRR,LGDMarkAD,LGDFLmm,GenSex,GenStock,MPG,GenStockProb,GenParentHatchery,GenBY,BioScaleFinalAge,FwAge,SwAge,Age,totalAge,BY,BiosamplesValid,LGDValid,LGDNumPIT
33,8/11/2010,SY2011,66284,10-21159,W,32W,AI,790,M,LOSALM,SALMON,0.501,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D5854BB
33,8/11/2010,SY2011,66285,10-21160,W,32W,AI,740,M,MFSALM,SALMON,0.464,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58B06D
33,8/11/2010,SY2011,66286,10-21161,W,32W,AI,680,F,LSNAKE,LSNAKE,0.916,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D58427F
33,8/11/2010,SY2011,66287,10-21162,W,32W,AI,690,F,NA,NA,,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D585006
33,8/11/2010,SY2011,66288,10-21163,W,32W,AI,740,F,MFSALM,SALMON,0.992,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D58AF4C
33,8/11/2010,SY2011,66289,10-21164,W,32W,AI,520,M,LSNAKE,LSNAKE,0.501,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5814CB
33,8/11/2010,SY2011,66290,10-21165,W,32W,AI,650,F,GRROND,GRROND,0.393,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58476E
33,8/11/2010,SY2011,66291,10-21166,W,32W,AI,710,F,UPSALM,SALMON,0.51,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D585935
33,8/12/2010,SY2011,66292,10-21167,W,32W,AI,660,F,LSNAKE,LSNAKE,0.626,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D585205
33,8/12/2010,SY2011,66293,10-21168,W,32W,AI,620,F,GRROND,GRROND,0.942,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58B970
33,8/12/2010,SY2011,66294,10-21169,W,32W,AI,770,M,UPSALM,SALMON,0.994,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D585AD9
33,8/12/2010,SY2011,66295,10-21170,W,32W,AI,760,F,IMNAHA,IMNAHA,0.673,,,2:1S1,2,REPEAT,F2S1R1,6,BY2005,1,1,3D9.1C2D581BBE
33,8/12/2010,SY2011,66296,10-21171,W,32W,AI,560,M,LSNAKE,LSNAKE,0.529,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D584FC4
33,8/12/2010,SY2011,66297,10-21172,W,32W,AI,630,F,LSNAKE,LSNAKE,0.633,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D5813D5
33,8/12/2010,SY2011,66298,10-21173,W,32W,AI,670,M,LOSALM,SALMON,0.869,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D58179D
33,8/12/2010,SY2011,66299,10-21174,W,32W,AI,730,F,SFSALM,SALMON,0.962,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D571C08
33,8/12/2010,SY2011,66300,10-21175,W,32W,AI,670,F,SFSALM,SALMON,0.302,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58BB6C
33,8/13/2010,SY2011,66301,10-21176,W,32W,AI,710,M,LSNAKE,LSNAKE,0.478,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58C62A
33,8/13/2010,SY2011,66302,10-21177,W,32W,AI,710,M,IMNAHA,IMNAHA,0.423,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D585B6A
33,8/13/2010,SY2011,66303,10-21178,W,32W,AI,710,M,MFSALM,SALMON,0.636,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D585209
33,8/13/2010,SY2011,66304,10-21179,W,32W,AI,700,M,GRROND,GRROND,0.803,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D58B1EE
33,8/13/2010,SY2011,66305,10-21180,W,32W,AI,710,F,MFSALM,SALMON,1,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D584989
33,8/13/2010,SY2011,66306,10-21181,W,32W,AI,520,M,GRROND,GRROND,0.619,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5851FF
33,8/13/2010,SY2011,66307,10-21182,W,32W,AI,530,M,LOCLWR,CLRWTR,0.695,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D581F14
33,8/13/2010,SY2011,66308,10-21183,W,32W,AI,640,M,GRROND,GRROND,0.564,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5853C2
33,8/13/2010,SY2011,66309,10-21184,W,32W,AI,590,M,UPSALM,SALMON,0.807,,,1:1,1,1,F1S1,3,BY2008,1,1,3D9.1C2D580BE1
33,8/13/2010,SY2011,66310,10-21185,W,32W,AI,580,F,UPSALM,SALMON,0.819,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D58B6B0
33,8/13/2010,SY2011,66311,10-21186,W,32W,AI,680,M,GRROND,GRROND,0.607,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D584C57
33,8/13/2010,SY2011,66312,10-21187,W,32W,AI,600,NA,IMNAHA,IMNAHA,0.46,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D58BB66
33,8/13/2010,SY2011,66313,10-21188,W,32W,AI,560,M,IMNAHA,IMNAHA,0.945,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D572579
33,8/13/2010,SY2011,66314,10-21189,W,32W,AI,710,F,GRROND,GRROND,0.389,,,2:1S1,2,REPEAT,F2S1R1,6,BY2005,1,1,3D9.1C2D5857BC
34,8/22/2010,SY2011,66315,10-21190,W,32W,AI,700,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5841BF
34,8/22/2010,SY2011,66316,10-21191,W,32W,AI,650,F,GRROND,GRROND,0.676,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D5843EC
34,8/22/2010,SY2011,66317,10-21192,W,32W,AI,580,NA,NA,NA,0.649,,,2:1,NA,NA,NA,NA,NA,,1,3D9.1C2D58C791
34,8/22/2010,SY2011,66318,10-21193,W,32W,AI,650,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D580E5E
34,8/22/2010,SY2011,66319,10-21194,W,32W,AI,670,F,UPSALM,SALMON,0.361,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D5811D2
34,8/22/2010,SY2011,66320,10-21195,W,32W,AI,710,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D584257
34,8/22/2010,SY2011,66321,10-21196,W,32W,AI,680,NA,GRROND,GRROND,0.634,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D584956
34,8/22/2010,SY2011,66322,10-21197,W,32W,AI,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58B06F
34,8/22/2010,SY2011,66323,10-21198,W,32W,AI,630,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D582231
35,8/23/2010,SY2011,66324,10-21199,W,32W,AI,630,M,GRROND,GRROND,0.97,,,?:1,NA,NA,NA,NA,NA,1,1,3D9.1C2D58B94D
35,8/23/2010,SY2011,66325,10-21200,W,32W,AI,690,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5721CF
35,8/23/2010,SY2011,66326,10-21201,W,32W,AI,720,F,LSNAKE,LSNAKE,0.505,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D58AF73
35,8/23/2010,SY2011,66327,10-21202,W,32W,AI,620,NA,NA,NA,0.69,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1C2D563F06
35,8/23/2010,SY2011,66328,10-21203,W,32W,AI,580,NA,NA,NA,0.74,,,3:1,NA,NA,NA,NA,NA,,1,3D9.1C2D58199E
35,8/23/2010,SY2011,66329,10-21204,W,32W,AI,580,M,UPSALM,SALMON,0.894,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5820D4
35,8/23/2010,SY2011,66330,10-21205,W,32W,AI,640,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D57257F
35,8/23/2010,SY2011,66331,10-21206,W,32W,AI,540,M,LOSALM,SALMON,0.641,,,?:1,NA,NA,NA,NA,NA,1,1,3D9.1C2D584D65
35,8/23/2010,SY2011,66332,10-21207,W,32W,AI,720,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5843AB
35,8/23/2010,SY2011,66333,10-21208,W,32W,AI,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D571FD6
35,8/23/2010,SY2011,66334,10-21209,W,32W,AI,570,F,GRROND,GRROND,0.915,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5819A0
35,8/23/2010,SY2011,66335,10-21210,W,32W,AI,580,NA,NA,NA,0.735,,,2:3,NA,NA,NA,NA,NA,,1,3D9.1C2D584B18
35,8/23/2010,SY2011,66336,10-21211,W,32W,AI,520,NA,IMNAHA,IMNAHA,0.621,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2CEE632D
35,8/23/2010,SY2011,66337,10-21212,W,32W,AI,760,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D580E9B
35,8/23/2010,SY2011,66338,10-21213,W,32W,AI,730,NA,NA,NA,0.408,,,3:2,NA,NA,NA,NA,NA,,1,3D9.1C2D58B313
35,8/23/2010,SY2011,66339,10-21214,W,32W,AI,680,F,LOSALM,SALMON,0.373,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5852A2
35,8/23/2010,SY2011,66340,10-21215,W,32W,AI,520,NA,NA,NA,0.808,,,2:1,NA,NA,NA,NA,NA,,1,3D9.1C2D581F3B
35,8/23/2010,SY2011,66341,10-21216,W,32W,AI,620,F,GRROND,GRROND,0.512,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58489C
35,8/23/2010,SY2011,66342,10-21217,W,32W,AI,720,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58C632
35,8/24/2010,SY2011,66343,10-21218,W,32W,AI,540,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D584348
35,8/24/2010,SY2011,66344,10-21219,W,32W,AI,670,M,GRROND,GRROND,0.878,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5721C9
35,8/24/2010,SY2011,66345,10-21220,W,32W,AI,630,NA,NA,NA,0.871,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1BF26FC9ED
35,8/24/2010,SY2011,66346,10-21221,W,32W,AI,680,F,GRROND,GRROND,0.807,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58485D
35,8/24/2010,SY2011,66347,10-21222,W,32W,AI,580,NA,NA,NA,0.551,,,2:1,NA,NA,NA,NA,NA,,1,3D9.1C2D584B13
35,8/24/2010,SY2011,66348,10-21223,W,32W,AI,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58B8AB
35,8/24/2010,SY2011,66349,10-21224,W,32W,AI,710,NA,MFSALM,SALMON,0.997,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D5811CA
35,8/24/2010,SY2011,66350,10-21225,W,32W,AI,750,NA,NA,NA,0.97,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1C2D5817E5
35,8/24/2010,SY2011,66351,10-21226,W,32W,AI,690,F,MFSALM,SALMON,0.296,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58AF86
35,8/24/2010,SY2011,66352,10-21227,W,32W,AI,640,NA,NA,NA,0.296,,,1:2,NA,NA,NA,NA,NA,,1,3D9.1C2D581F1F
35,8/24/2010,SY2011,66353,10-21228,W,32W,AI,660,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D585672
35,8/25/2010,SY2011,66354,10-21229,W,32W,AI,810,F,SFSALM,SALMON,0.987,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D5844C4
35,8/25/2010,SY2011,66355,10-21230,W,32W,AI,670,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58C764
35,8/25/2010,SY2011,66356,10-21231,W,32W,AI,610,M,LSNAKE,LSNAKE,0.688,,,?:1,NA,NA,NA,NA,NA,1,1,3D9.1C2CBE4F8D
35,8/25/2010,SY2011,66357,10-21232,W,32W,AI,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5843E9
35,8/25/2010,SY2011,66358,10-21233,W,32W,AI,710,NA,NA,NA,0.796,,,3:2,NA,NA,NA,NA,NA,,1,3D9.1C2D584797
35,8/25/2010,SY2011,66359,10-21234,W,32W,AI,640,F,LOCLWR,CLRWTR,0.626,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D585489
35,8/25/2010,SY2011,66360,10-21235,W,32W,AI,580,NA,NA,NA,0.766,,,2:1,NA,NA,NA,NA,NA,,1,3D9.1C2D585870
35,8/25/2010,SY2011,66361,10-21236,W,32W,AI,610,M,LSNAKE,LSNAKE,0.635,,,1:1,1,1,F1S1,3,BY2008,1,1,3D9.1C2D5843E2
35,8/26/2010,SY2011,66362,10-21237,W,32W,AI,740,NA,NA,NA,0.942,,,?:2,NA,NA,NA,NA,NA,,1,3D9.1C2D5855C3
35,8/26/2010,SY2011,66363,10-21238,W,32W,AI,720,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D57256D
35,8/26/2010,SY2011,66364,10-21239,W,32W,AI,580,F,IMNAHA,IMNAHA,0.988,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D58AF87
35,8/26/2010,SY2011,66365,10-21240,W,32W,AI,720,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D41646D
35,8/26/2010,SY2011,66366,10-21241,W,32W,AI,620,F,IMNAHA,IMNAHA,0.997,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D572360
35,8/26/2010,SY2011,66367,10-21242,W,32W,AI,750,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D585962
35,8/26/2010,SY2011,66368,10-21243,W,32W,AI,720,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D592CC0
35,8/26/2010,SY2011,66369,10-21244,W,32W,AI,620,M,GRROND,GRROND,0.982,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D581DB9
35,8/26/2010,SY2011,66370,10-21245,W,32W,AI,740,NA,NA,NA,0.545,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1C2D58100D
35,8/27/2010,SY2011,66371,10-21246,W,32W,AI,750,M,GRROND,GRROND,0.494,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D56E09B
35,8/27/2010,SY2011,66372,10-21247,W,32W,AI,570,NA,NA,NA,0.419,,,2:1,NA,NA,NA,NA,NA,,1,3D9.1C2D581A54
35,8/27/2010,SY2011,66373,10-21248,W,32W,AI,690,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58C75F
35,8/27/2010,SY2011,66374,10-21249,W,32W,AI,690,F,MFSALM,SALMON,0.965,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D581043
35,8/27/2010,SY2011,66375,10-21250,W,32W,AI,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58C82C
35,8/27/2010,SY2011,66376,10-21251,W,32W,AI,540,M,UPSALM,SALMON,0.405,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5850A3
35,8/27/2010,SY2011,66377,10-21252,W,32W,AI,710,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58C2DB
35,8/27/2010,SY2011,66378,10-21253,W,32W,AI,570,NA,NA,NA,0.721,,,2:1,NA,NA,NA,NA,NA,,1,3D9.1C2D5851D6
35,8/27/2010,SY2011,66379,10-21254,W,32W,AI,550,M,LSNAKE,LSNAKE,0.871,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D584498
35,8/27/2010,SY2011,66380,10-21255,W,32W,AI,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5850D8
35,8/27/2010,SY2011,66381,10-21256,W,32W,AI,560,M,UPSALM,SALMON,0.704,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5843F6
35,8/27/2010,SY2011,66382,10-21257,W,32W,AI,500,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5813C9
35,8/27/2010,SY2011,66383,10-21258,W,32W,AI,720,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D581426
35,8/27/2010,SY2011,66384,10-21259,W,32W,AI,720,F,GRROND,GRROND,0.812,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58B31B
35,8/27/2010,SY2011,66385,10-21260,W,32W,AI,690,NA,NA,NA,0.48,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1C2D584A87
35,8/27/2010,SY2011,66386,10-21261,W,32W,AI,710,F,GRROND,GRROND,0.957,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D580BE0
35,8/27/2010,SY2011,66387,10-21262,W,32W,AI,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5814CE
35,8/27/2010,SY2011,66388,10-21263,W,32W,AI,700,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58489B
35,8/27/2010,SY2011,66389,10-21264,W,32W,AI,710,M,IMNAHA,IMNAHA,0.828,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58C71D
35,8/27/2010,SY2011,66390,10-21265,W,32W,AI,690,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D572C89
35,8/27/2010,SY2011,66391,10-21266,W,32W,AI,680,M,UPSALM,SALMON,0.849,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5729F8
35,8/27/2010,SY2011,66392,10-21267,W,32W,AI,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D56B651
35,8/27/2010,SY2011,66393,10-21268,W,32W,AI,740,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58AF4C
35,8/28/2010,SY2011,66394,10-21269,W,32W,AI,700,F,IMNAHA,IMNAHA,0.35,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D580E19
35,8/28/2010,SY2011,66395,10-21270,W,32W,AI,660,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D56B18B
35,8/28/2010,SY2011,66396,10-21271,W,32W,AI,750,F,MFSALM,SALMON,0.493,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D581807
35,8/28/2010,SY2011,66397,10-21272,W,32W,AI,740,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D571A9B
35,8/28/2010,SY2011,66398,10-21273,W,32W,AI,710,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58ECE1
35,8/28/2010,SY2011,66399,10-21274,W,32W,AI,770,M,GRROND,GRROND,0.98,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D56B3CB
35,8/28/2010,SY2011,66400,10-21275,W,32W,AI,640,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D56AD1E
35,8/28/2010,SY2011,66401,10-21276,HNC,32H,AI,570,F,NA,NA,,PAHH,2008,2:1,NA,NA,NA,NA,NA,1,1,3D9.1C2D1238F4
35,8/28/2010,SY2011,66402,10-21277,W,32W,AI,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D574CD7
35,8/28/2010,SY2011,66403,10-21278,W,32W,AI,700,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D575F53
35,8/28/2010,SY2011,66404,10-21279,W,32W,AI,790,F,GRROND,GRROND,0.749,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D572E07
35,8/28/2010,SY2011,66405,10-21280,W,32W,AI,780,NA,NA,NA,0.919,,,3:2,NA,NA,NA,NA,NA,,1,3D9.1C2D588FE8
35,8/28/2010,SY2011,66406,10-21281,W,32W,AI,690,F,IMNAHA,IMNAHA,0.99,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D56B339
35,8/28/2010,SY2011,66407,10-21282,W,32W,AI,760,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D580FDD
35,8/28/2010,SY2011,66408,10-21283,W,32W,AI,540,NA,NA,NA,0.442,,,2:1,NA,NA,NA,NA,NA,,1,3D9.1C2D581872
35,8/28/2010,SY2011,66409,10-21284,W,32W,AI,590,F,SFSALM,SALMON,0.402,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D569595
35,8/28/2010,SY2011,66410,10-21285,W,32W,AI,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5843D2
35,8/28/2010,SY2011,66411,10-21286,W,32W,AI,700,F,UPSALM,SALMON,0.462,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D56BE9D
35,8/28/2010,SY2011,66412,10-21287,W,32W,AI,730,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D591EE1
35,8/28/2010,SY2011,66413,10-21288,W,32W,AI,670,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D588ADF
35,8/28/2010,SY2011,66414,10-21289,W,32W,AI,670,F,GRROND,GRROND,0.681,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D56B11A
35,8/28/2010,SY2011,66415,10-21290,W,32W,AI,640,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D581D27
35,8/29/2010,SY2011,66416,10-21291,W,32W,AI,670,F,IMNAHA,IMNAHA,0.972,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D569718
35,8/29/2010,SY2011,66417,10-21292,W,32W,AI,800,NA,NA,NA,0.767,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1C2D58C678
35,8/29/2010,SY2011,66418,10-21293,W,32W,AI,540,NA,NA,NA,0.402,,,2:1,NA,NA,NA,NA,NA,,1,3D9.1C2D56AFE7
35,8/29/2010,SY2011,66419,10-21294,W,32W,AI,520,M,LOCLWR,CLRWTR,0.351,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5923BD
35,8/29/2010,SY2011,66420,10-21295,W,32W,AI,740,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D56BDB8
35,8/29/2010,SY2011,66421,10-21296,W,32W,AI,720,F,UPSALM,SALMON,0.951,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D5752E3
35,8/29/2010,SY2011,66422,10-21297,W,32W,AI,650,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D571F92
35,8/29/2010,SY2011,66423,10-21298,W,32W,AI,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D584498
35,8/29/2010,SY2011,66424,10-21299,W,32W,AI,690,F,SFCLWR,CLRWTR,0.359,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D592DA6
35,8/29/2010,SY2011,66425,10-21300,W,32W,AI,710,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D56B0BD
35,8/29/2010,SY2011,66426,10-21301,W,32W,AI,540,M,NA,NA,,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5928CA
36,8/30/2010,SY2011,66427,10-21302,W,32W,AI,670,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58BE8F
36,8/30/2010,SY2011,66428,10-21303,W,32W,AI,570,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D580CEC
36,8/30/2010,SY2011,66429,10-21304,W,32W,AI,780,M,MFSALM,SALMON,1,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D56A24D
36,8/30/2010,SY2011,66430,10-21305,W,32W,AI,680,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D571FA6
36,8/30/2010,SY2011,66431,10-21306,W,32W,AI,680,F,UPSALM,SALMON,0.372,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D56E01D
36,8/30/2010,SY2011,66432,10-21307,W,32W,AI,710,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5723CA
36,8/30/2010,SY2011,66433,10-21308,W,32W,AI,730,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D591CF7
36,8/30/2010,SY2011,66434,10-21309,W,32W,AI,740,F,MFSALM,SALMON,0.999,,,4:2,4,2,F4S2,7,BY2004,1,1,3D9.1C2D56E998
36,8/30/2010,SY2011,66435,10-21310,W,32W,AI,770,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58168F
36,8/31/2010,SY2011,66436,10-21311,W,32W,AI,690,F,LOSALM,SALMON,0.469,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5858E4
36,8/31/2010,SY2011,66437,10-21312,W,32W,AI,680,NA,NA,NA,0.69,,,?:2,NA,NA,NA,NA,NA,,1,3D9.1C2D571C0F
36,8/31/2010,SY2011,66438,10-21313,W,32W,AI,650,NA,NA,NA,0.683,,,?:2,NA,NA,NA,NA,NA,,1,3D9.1C2D58B997
36,8/31/2010,SY2011,66439,10-21314,W,32W,AI,760,F,LOCLWR,CLRWTR,0.409,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D575944
36,8/31/2010,SY2011,66440,10-21315,W,32W,AI,580,NA,NA,NA,0.696,,,3:1,NA,NA,NA,NA,NA,,1,3D9.1C2D581242
36,9/1/2010,SY2011,66441,10-21316,W,32W,AI,550,M,UPSALM,SALMON,0.985,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D58C058
36,9/1/2010,SY2011,66442,10-21317,W,32W,AI,650,NA,NA,NA,0.604,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1C2D58F9F3
36,9/1/2010,SY2011,66443,10-21318,W,32W,AI,710,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1BF27A32A0
36,9/1/2010,SY2011,66444,10-21319,W,32W,AI,650,F,UPSALM,SALMON,0.874,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D58817C
36,9/1/2010,SY2011,66445,10-21320,W,32W,AI,640,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58F932
36,9/1/2010,SY2011,66446,10-21321,W,32W,AI,680,F,LOCLWR,CLRWTR,0.728,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D592656
36,9/1/2010,SY2011,66447,10-21322,W,32W,AI,710,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D56B0AA
36,9/1/2010,SY2011,66448,10-21323,W,32W,AI,730,NA,NA,NA,0.697,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1C2D56BE28
36,9/1/2010,SY2011,66449,10-21324,W,32W,AI,650,M,UPSALM,SALMON,0.95,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D575A45
36,9/1/2010,SY2011,66450,10-21325,W,32W,AI,570,NA,NA,NA,0.652,,,3:1,NA,NA,NA,NA,NA,,1,3D9.1C2D584645
36,9/1/2010,SY2011,66451,10-21326,W,32W,AI,530,M,UPSALM,SALMON,0.465,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D572529
36,9/1/2010,SY2011,66452,10-21327,W,32W,AI,720,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D591C97
